,artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,YEAR,mode2
11879,The White Noise Zen & Meditation Sound Lab,Calm Rain Storm & Gentle White Noise,1,0.0,0.342,9,-14.959000000000001,0,0.0,0.00119,1.0,0.392,0.0,0.0,148000,0,2016,minor
11880,Isaiah Rashad,4r Da Squaw,1,0.667,0.523,10,-9.477,0,0.32899999999999996,0.532,2.12e-05,0.13699999999999998,0.409,143.934,232571,4,2016,minor
11881,Kehlani,Gangsta,1,0.439,0.447,10,-8.318,0,0.0436,0.111,0.0,0.303,0.11,121.48,177029,4,2016,minor
11882,Panic! At The Disco,Crazy = Genius,1,0.455,0.91,2,-4.4639999999999995,1,0.166,0.00024700000000000004,0.0,0.107,0.447,114.109,198040,4,2016,major
11883,DJ Shadow,Nobody Speak,1,0.621,0.8140000000000001,2,-5.937,1,0.154,0.0405,0.00274,0.263,0.304,160.066,195966,4,2016,major
11884,Ariana Grande,Let Me Love You,1,0.528,0.435,2,-8.363,1,0.129,0.0295,0.0,0.243,0.0781,102.704,223853,3,2016,major
11885,Granger Smith,Backroad Song,1,0.488,0.833,11,-6.5710000000000015,1,0.0437,0.0352,0.0172,0.34,0.7509999999999999,174.00599999999997,236787,4,2016,major
11886,Bazzi,Alone,1,0.5539999999999999,0.414,9,-6.335,0,0.0346,0.614,0.0,0.0851,0.358,110.22200000000001,196352,4,2016,minor
11887,Panic! At The Disco,Hallelujah,1,0.578,0.8859999999999999,11,-4.348,1,0.0633,0.011000000000000001,0.0,0.14300000000000002,0.615,80.008,180627,4,2016,major
11888,Drake,Redemption,1,0.6940000000000001,0.314,0,-7.82,1,0.11699999999999999,0.612,2.04e-06,0.11699999999999999,0.33799999999999997,119.906,333947,4,2016,major
11889,Ariana Grande,Be Alright,1,0.813,0.456,1,-7.6670000000000025,0,0.0685,0.16899999999999998,2.85e-06,0.105,0.5870000000000001,108.801,179293,4,2016,minor
11890,Luke Combs,I Know She Ain't Ready,1,0.47700000000000004,0.728,8,-5.975,1,0.0337,0.0449,0.0,0.10099999999999999,0.613,162.084,184747,4,2016,major
11891,James Arthur,Train Wreck,1,0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,208827,4,2016,minor
11892,The Weeknd,Attention,1,0.6709999999999999,0.428,4,-7.0520000000000005,0,0.124,0.688,0.000182,0.11900000000000001,0.36200000000000004,148.04,197653,4,2016,minor
11893,HUNNY,Vowels (and the Importance of Being Me),1,0.484,0.875,4,-5.237,1,0.0541,0.0015400000000000001,9.640000000000001e-05,0.16899999999999998,0.7240000000000001,150.02100000000004,184436,4,2016,major
11894,CNCO,Reggaetón Lento (Bailemos),1,0.7609999999999999,0.838,4,-3.073,0,0.0502,0.4,0.0,0.17600000000000002,0.71,93.97399999999999,222560,4,2016,minor
11895,NEEDTOBREATHE,LET'S STAY HOME TONIGHT,1,0.5479999999999999,0.3670000000000001,5,-9.271,1,0.0309,0.6679999999999999,0.0,0.14400000000000002,0.41600000000000004,147.946,200120,4,2016,major
11896,Elevation Worship,Resurrecting (Live),1,0.40299999999999997,0.557,1,-6.018,1,0.0314,0.008579999999999999,0.0,0.72,0.203,73.998,467053,4,2016,major
11897,Ulices Chaidez,¿Por Que Me Enamoré?,1,0.6609999999999999,0.474,10,-6.67,1,0.0353,0.843,3.98e-05,0.111,0.7979999999999999,145.924,205420,3,2016,major
11898,Dierks Bentley,Different For Girls,1,0.655,0.768,4,-5.6160000000000005,1,0.0365,0.385,0.00025699999999999996,0.0733,0.431,92.021,180360,4,2016,major
11899,NF,Grindin',1,0.677,0.732,1,-6.86,1,0.171,0.19399999999999998,0.0,0.0907,0.32,110.085,277293,4,2016,major
11900,Bruno Mars,Chunky,1,0.5710000000000001,0.539,5,-4.4460000000000015,0,0.11599999999999999,0.0208,0.0,0.125,0.727,202.10299999999998,186973,4,2016,minor
11901,NGHTMRE,GUD VIBRATIONS,1,0.514,0.924,8,-5.4170000000000025,1,0.052000000000000005,0.00020800000000000001,0.805,0.0684,0.0675,151.994,224211,4,2016,major
11902,Dierks Bentley,Black,1,0.652,0.654,1,-6.69,1,0.0377,0.252,0.000553,0.11699999999999999,0.605,120.01899999999999,211160,4,2016,major
11903,Post Malone,Feel,1,0.4970000000000001,0.507,5,-8.075,0,0.0585,0.214,4.79e-06,0.0948,0.192,119.432,197120,4,2016,minor
11904,Phil Collins,Against All Odds (Take a Look at Me Now) - 2016 Remaster,1,0.58,0.498,1,-6.901,1,0.0277,0.198,0.0,0.132,0.111,116.271,206360,4,2016,major
11905,The 1975,The Sound,1,0.6459999999999999,0.938,0,-4.735,1,0.0754,0.0875,6.52e-06,0.447,0.545,120.708,248880,4,2016,major
11906,EyeKeem,Gasolina,1,0.73,0.5670000000000001,1,-8.085,0,0.0587,0.000319,8.54e-06,0.105,0.171,119.99700000000001,169912,4,2016,minor
11907,Chance the Rapper,Smoke Break (feat. Future),1,0.705,0.45299999999999996,3,-8.174,1,0.196,0.257,0.0,0.14300000000000002,0.28300000000000003,124.94200000000001,226494,4,2016,major
11908,J. Cole,Change,1,0.74,0.523,11,-10.753,0,0.233,0.6659999999999999,0.0014199999999999998,0.0968,0.235,97.06299999999999,331480,4,2016,minor
11909,Rachel House,I Am Moana (Song of the Ancestors),1,0.36,0.205,10,-11.575999999999999,1,0.0477,0.5710000000000001,0.0,0.0797,0.23199999999999998,148.985,162827,4,2016,major
11910,Kanye West,Pt. 2,1,0.674,0.752,11,-4.073,1,0.33299999999999996,0.552,0.0,0.787,0.23600000000000002,145.076,130293,4,2016,major
11911,Travis Scott,the ends,1,0.585,0.737,4,-4.121,0,0.191,0.0661,0.0,0.0904,0.0497,171.85299999999995,201263,4,2016,minor
11912,Kanye West,No More Parties In LA,1,0.508,0.9209999999999999,5,-1.6440000000000001,1,0.303,0.24600000000000002,0.0,0.221,0.6809999999999999,93.05799999999999,374413,4,2016,major
11913,Twenty One Pilots,Cancer,1,0.652,0.295,2,-11.045,1,0.0477,0.281,1.0300000000000001e-05,0.0809,0.196,75.065,236827,4,2016,major
11914,Lil Uzi Vert,Canadian Goose,1,0.7759999999999999,0.537,1,-7.604,0,0.19699999999999998,0.0855,0.0,0.10300000000000001,0.23800000000000002,153.06,218201,4,2016,minor
11915,Volbeat,The Devil's Bleeding Crown,1,0.32,0.909,7,-4.612,1,0.0412,1.62e-05,0.139,0.0443,0.21,109.649,238653,3,2016,major
11916,J. Cole,4 Your Eyez Only,1,0.701,0.485,11,-10.305,0,0.364,0.3670000000000001,6.31e-05,0.0852,0.496,78.863,530253,4,2016,minor
11917,ZAYN,fOoL fOr YoU,1,0.52,0.513,7,-7.2079999999999975,1,0.0256,0.281,0.0,0.0976,0.17,77.903,202213,4,2016,major
11918,Travis Scott,A-Team,1,0.626,0.526,7,-4.112,0,0.0452,0.0485,0.00627,0.107,0.17,127.977,176640,4,2016,minor
11919,FINNEAS,New Girl,1,0.71,0.386,8,-7.374,0,0.0476,0.653,1.98e-05,0.163,0.35100000000000003,75.001,181437,4,2016,minor
11920,Post Malone,"Yours Truly, Austin Post",1,0.649,0.618,6,-5.694,1,0.0672,0.483,2.53e-06,0.166,0.42100000000000004,125.977,219147,4,2016,major
11921,Kane Brown,Used to Love You Sober,1,0.525,0.674,1,-6.053,1,0.0282,0.0405,0.0,0.33899999999999997,0.431,147.97799999999995,181680,4,2016,major
11922,Berhana,Grey Luh,1,0.5429999999999999,0.298,0,-9.167,1,0.0683,0.597,1.49e-06,0.0804,0.254,125.523,261103,4,2016,major
11923,Taron Egerton,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",1,0.579,0.904,10,-4.45,0,0.15,0.00687,0.0,0.0649,0.713,175.31599999999997,187853,4,2016,minor
11924,Zion & Lennox,Otra vez (feat. J Balvin),1,0.8320000000000001,0.772,10,-5.428999999999999,1,0.1,0.0559,0.0004860000000000001,0.44,0.7040000000000001,96.016,209453,4,2016,major
11925,Hijos De Leyva,Humo Trankilizante,1,0.78,0.457,6,-8.502,0,0.0383,0.389,0.0,0.13699999999999998,0.867,109.991,145200,3,2016,minor
11926,T-Pain,Dan Bilzerian,1,0.7929999999999999,0.789,4,-3.9619999999999997,1,0.0626,0.11900000000000001,0.0,0.0632,0.606,149.99,209663,4,2016,major
11927,The Avett Brothers,I Wish I Was,1,0.56,0.299,11,-8.86,1,0.0318,0.8059999999999999,0.0,0.188,0.276,110.92299999999999,316440,4,2016,major
11928,Hailee Steinfeld,Rock Bottom,1,0.612,0.706,8,-5.0360000000000005,1,0.0602,0.313,0.0,0.053,0.7240000000000001,157.964,198240,4,2016,major
11929,Keith Urban,"John Cougar, John Deere, John 3:16",1,0.6940000000000001,0.779,0,-6.984,1,0.071,0.0688,3.99e-06,0.0803,0.594,84.975,221600,4,2016,major
11930,Mike Perry,The Ocean (feat. Shy Martin),1,0.632,0.575,5,-6.478,1,0.028999999999999998,0.0225,1.81e-06,0.10400000000000001,0.188,90.037,183414,4,2016,major
11931,Travis Scott,sweet sweet,1,0.733,0.578,0,-5.245,0,0.0417,0.0859,1.19e-06,0.40299999999999997,0.447,142.028,222318,4,2016,minor
11932,Zen Sounds,White Noise: Mindfulness Meditations (Loopable),1,0.188,0.079,1,-27.896,0,0.049,0.9209999999999999,1.0,0.111,1e-05,72.047,150000,3,2016,minor
11933,$uicideBoy$,Magazine,1,0.8809999999999999,0.903,8,-0.955,1,0.0813,0.267,0.00253,0.109,0.272,119.994,131500,4,2016,major
11934,The Weeknd,Stargirl Interlude,1,0.638,0.474,5,-12.7,0,0.124,0.35100000000000003,0.191,0.105,0.441,179.771,111640,4,2016,minor
11935,Rich Brian,Dat $tick,1,0.9229999999999999,0.508,1,-8.668,1,0.0468,0.10400000000000001,1.21e-05,0.126,0.168,108.039,126667,4,2016,major
11936,Los Cadetes De Linares,Los Dos Amigos,1,0.625,0.45899999999999996,8,-4.83,1,0.0352,0.748,6.879999999999999e-05,0.0697,0.8420000000000001,173.735,178960,3,2016,major
11937,Chance the Rapper,All We Got (feat. Kanye West & Chicago Children's Choir),1,0.531,0.544,0,-8.615,0,0.462,0.308,1.89e-06,0.0835,0.39799999999999996,131.921,203794,4,2016,minor
11938,YG,Why You Always Hatin?,1,0.9259999999999999,0.336,0,-9.326,0,0.594,0.0392,0.0,0.138,0.38,92.995,196600,4,2016,minor
11939,Dylan Schneider,Wannabe,1,0.672,0.6659999999999999,11,-5.1160000000000005,1,0.0578,0.425,0.0002220000000000001,0.0885,0.5870000000000001,79.023,195933,4,2016,major
11940,Marc E. Bassy,Dirty Water,1,0.6659999999999999,0.408,1,-7.463999999999999,1,0.0393,0.40399999999999997,0.00253,0.0316,0.475,92.01,161107,4,2016,major
11941,Jason Aldean,Lights Come On,1,0.5670000000000001,0.8390000000000001,6,-4.048,0,0.0698,0.0489,0.0,0.10300000000000001,0.903,160.062,194507,4,2016,minor
11942,Vic Mensa,Liquor Locker,1,0.584,0.433,6,-7.126,0,0.191,0.0528,0.0,0.0545,0.452,79.3,258120,4,2016,minor
11943,Ark Patrol,Let Go,1,0.47,0.436,0,-10.228,1,0.0351,0.67,0.263,0.294,0.0389,81.97200000000002,248056,3,2016,major
11944,Travis Scott,coordinate,1,0.688,0.6579999999999999,1,-4.155,1,0.0695,0.105,1.89e-06,0.335,0.28,75.615,226397,4,2016,major
11945,Gente De Zona,La Gozadera,1,0.616,0.9890000000000001,9,-1.6980000000000002,0,0.0483,0.166,0.0,0.172,0.902,95.036,203160,4,2016,minor
11946,Lil Uzi Vert,Hi Roller,1,0.8,0.562,2,-7.3660000000000005,1,0.0961,0.0307,0.0,0.243,0.147,132.08100000000002,276349,4,2016,major
11947,Mac Miller,Best Day Ever,1,0.223,0.5720000000000001,9,-4.5310000000000015,1,0.0461,0.0401,0.0,0.21600000000000005,0.0681,175.028,159119,4,2016,major
11948,Ookay,Thief,1,0.57,0.797,6,-2.9539999999999997,1,0.0608,0.00476,0.008329999999999999,0.11,0.212,149.925,239711,4,2016,major
11949,Fat Nick,P.S Fuck You Cunt (feat. Lil Peep),1,0.723,0.45899999999999996,11,-10.259,1,0.239,0.0009599999999999999,0.0,0.11,0.313,139.972,197143,4,2016,major
11950,Kid Cudi,Baptized In Fire,1,0.6729999999999999,0.61,4,-8.386000000000001,0,0.191,0.606,0.0177,0.11599999999999999,0.759,152.062,285520,4,2016,minor
11951,Bryce Vine,Glamorama,1,0.6829999999999999,0.623,2,-5.859,0,0.0703,0.256,0.0,0.113,0.495,154.058,191160,4,2016,minor
11952,Cuco,Amor de Siempre,1,0.565,0.642,0,-7.21,1,0.05,0.615,0.358,0.138,0.539,122.98899999999999,321951,4,2016,major
11953,The Growlers,Dope on a Rope,1,0.42,0.9009999999999999,7,-3.8569999999999998,1,0.0955,0.00173,0.0,0.366,0.74,145.965,250320,4,2016,major
11954,T3R Elemento,Rafa Caro,1,0.632,0.716,9,-2.6830000000000003,1,0.0262,0.248,0.0,0.08900000000000001,0.598,101.411,253755,4,2016,major
11955,The Weeknd,Nothing Without You,1,0.575,0.634,1,-8.1,1,0.068,0.0646,0.0,0.0878,0.191,109.825,198653,4,2016,major
11956,A Boogie Wit da Hoodie,Fall in Love,1,0.8420000000000001,0.727,0,-6.2410000000000005,1,0.0675,0.261,0.0,0.131,0.721,107.994,214857,4,2016,major
11957,DJ Khaled,"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",1,0.41200000000000003,0.5479999999999999,10,-6.981,1,0.243,0.0173,0.0,0.18100000000000002,0.17600000000000002,81.293,325615,4,2016,major
11958,Erik Eriksson,White Noise - Loopable With No Fade,1,0.0,0.0034200000000000003,8,-28.46,1,0.0,0.7909999999999999,1.0,0.111,0.0,0.0,90228,0,2016,major
11959,Piotr Miteska,Squares of life,1,0.27,0.0102,11,-22.34,0,0.0386,0.993,0.9179999999999999,0.0919,0.06,71.967,165035,4,2016,minor
11960,ayokay,Kings of Summer - Single Version,1,0.7340000000000001,0.6609999999999999,11,-6.705,1,0.0356,0.222,2.18e-06,0.201,0.253,134.93,207881,4,2016,major
11961,Meek Mill,Litty (feat. Tory Lanez),1,0.5920000000000001,0.701,10,-4.013999999999999,0,0.0858,0.0451,0.0,0.327,0.282,129.501,280615,4,2016,minor
11962,Beyoncé,All Night,1,0.574,0.573,11,-7.079,1,0.085,0.392,2.1600000000000007e-05,0.0933,0.626,136.304,322000,4,2016,major
11963,Sounds Of Rain & Thunder Storms,Storm Rain Sounds,1,0.18899999999999997,0.9420000000000001,5,-18.397000000000002,1,0.0573,0.494,0.9670000000000001,0.565,0.013000000000000001,53.313,70687,4,2016,major
11964,Lil Uzi Vert,Grab the Wheel,1,0.748,0.48,5,-6.37,0,0.14,0.38799999999999996,0.0,0.139,0.29600000000000004,137.835,295680,4,2016,minor
11965,Toby Fox,MEGALOVANIA,1,0.7240000000000001,0.612,7,-9.85,1,0.0529,0.000377,0.8640000000000001,0.0387,0.953,119.999,156000,4,2016,major
11966,THE ORAL CIGARETTES,Kyouran Hey Kids!!,1,0.526,0.981,8,-1.82,1,0.111,0.00318,0.00161,0.187,0.7809999999999999,142.016,250973,4,2016,major
11967,Beyoncé,Daddy Lessons,1,0.643,0.503,7,-8.37,1,0.21600000000000005,0.273,0.0,0.349,0.598,90.88600000000001,287987,4,2016,major
11968,The Weeknd,All I Know,1,0.469,0.41700000000000004,8,-10.614,0,0.0704,0.418,0.00018899999999999999,0.102,0.175,120.012,321027,4,2016,minor
11969,Chance the Rapper,Angels (feat. Saba),1,0.7709999999999999,0.647,5,-5.127000000000002,0,0.376,0.294,0.0,0.37,0.6779999999999999,155.914,206240,4,2016,minor
11970,JT Music,Join Us for a Bite,1,0.594,0.748,1,-5.651,1,0.0369,0.0475,0.0,0.107,0.384,85.98700000000002,236512,4,2016,major
11971,The Relaxing Sounds of Swedish Nature,Rain for Sleep,1,0.157,0.9990000000000001,7,-17.798,0,0.0634,0.508,0.981,0.48700000000000004,0.007790000000000002,48.278,242000,4,2016,minor
11972,Birdy,Deep End,1,0.455,0.29600000000000004,2,-8.513,1,0.0399,0.7609999999999999,0.0,0.0783,0.31,171.74400000000003,208840,4,2016,major
11973,Elevation Worship,Here as in Heaven,1,0.315,0.452,2,-8.387,1,0.0326,0.0315,0.0,0.6859999999999999,0.11199999999999999,138.909,499507,4,2016,major
11974,Mick Gordon,At Doom's Gate,1,0.5770000000000001,0.647,2,-7.647,1,0.0569,0.00165,0.8059999999999999,0.154,0.23600000000000002,160.987,70771,4,2016,major
11975,Daniel Caesar,Get You (feat. Kali Uchis),1,0.659,0.295,11,-8.527999999999999,0,0.0322,0.426,6.95e-05,0.0795,0.36,74.03699999999998,277297,4,2016,minor
11976,MadeinTYO,Uber Everywhere,1,0.779,0.455,1,-15.025,1,0.28,0.0542,0.0,0.177,0.19699999999999998,140.181,153429,4,2016,major
11977,dodie,Sick of Losing Soulmates,1,0.478,0.24100000000000002,2,-17.122,1,0.0386,0.716,0.21600000000000005,0.354,0.11,75.285,267360,4,2016,major
11978,Big Thief,Paul,1,0.483,0.263,11,-11.540999999999999,1,0.0401,0.19899999999999998,0.000306,0.109,0.166,123.45299999999999,183895,4,2016,major
11979,Hopsin,Ill Mind of Hopsin 8,1,0.743,0.787,5,-4.863,0,0.348,0.40299999999999997,0.0,0.0553,0.71,126.98,390005,4,2016,minor
11980,$uicideBoy$,Champion Of Death,1,0.8170000000000001,0.9109999999999999,0,-2.153,1,0.0455,0.187,0.00173,0.42,0.34,119.98899999999999,116000,3,2016,major
11981,Lil Uzi Vert,Ronda (Winners),1,0.701,0.585,5,-7.612999999999999,0,0.132,0.344,0.0,0.114,0.42200000000000004,119.634,216294,4,2016,minor
11982,Anna Kendrick,Get Back Up Again,1,0.7040000000000001,0.713,7,-3.411,1,0.0719,0.0142,0.0,0.23800000000000002,0.5920000000000001,99.301,165773,4,2016,major
11983,Bryson Tiller,Let Me Explain,1,0.809,0.504,2,-3.201,1,0.15,0.00156,0.0,0.0856,0.525,120.065,223969,4,2016,major
11984,Isaiah Rashad,Free Lunch,1,0.865,0.47200000000000003,11,-7.359,0,0.237,0.223,5.39e-05,0.109,0.843,130.011,192029,4,2016,minor
11985,John Legend,Love Me Now,1,0.488,0.762,8,-3.842,1,0.0865,0.591,0.0,0.0763,0.7090000000000001,123.889,210293,4,2016,major
11986,Mandolin Orange,Wildfire,1,0.648,0.35200000000000004,4,-10.11,1,0.0278,0.6920000000000001,0.266,0.106,0.17300000000000001,121.459,329893,4,2016,major
11987,Ariana Grande,Moonlight,1,0.626,0.41200000000000003,9,-7.338999999999999,1,0.0292,0.41700000000000004,3.55e-06,0.048,0.209,102.169,202360,3,2016,major
11988,Miike Snow,Genghis Khan,1,0.688,0.847,10,-3.238,0,0.0508,0.04,2.81e-06,0.598,0.45299999999999996,93.979,212147,4,2016,minor
11989,Glass Animals,Life Itself,1,0.6990000000000001,0.67,1,-6.218999999999999,1,0.0347,0.0147,0.22,0.35600000000000004,0.556,111.988,281407,4,2016,major
11990,Brothers Osborne,21 Summer,1,0.644,0.89,2,-6.992999999999999,1,0.0332,0.0246,2.57e-05,0.10300000000000001,0.619,112.027,214387,4,2016,major
11991,A$AP Mob,Telephone Calls,1,0.732,0.772,2,-6.142,0,0.267,0.19399999999999998,1.54e-06,0.242,0.493,123.009,230920,4,2016,minor
11992,Frank Ocean,Close To You,1,0.8270000000000001,0.6729999999999999,5,-8.401,0,0.23,0.192,0.0013599999999999999,0.146,0.779,78.007,85754,4,2016,minor
11993,NF,Oh Lord,1,0.493,0.738,5,-6.921,1,0.262,0.40700000000000003,0.0,0.13,0.21899999999999997,176.071,198253,4,2016,major
11994,BTS,I Need U,1,0.475,0.897,5,-2.383,0,0.0736,0.0184,0.0,0.29600000000000004,0.642,78.918,210577,4,2016,minor
11995,LOCASH,I Love This Life,1,0.586,0.927,2,-3.014,1,0.0547,0.0164,7.24e-06,0.153,0.5489999999999999,111.977,208864,4,2016,major
11996,Rachel Platten,Stand By You,1,0.506,0.897,9,-4.632,1,0.26,0.146,0.00045099999999999996,0.0868,0.525,188.03,219000,4,2016,major
11997,Rihanna,Consideration,1,0.883,0.584,7,-2.102,0,0.0465,0.0392,4.39e-06,0.0869,0.784,144.975,161067,4,2016,minor
11998,Caamp,Misty,1,0.597,0.402,10,-7.961,1,0.0272,0.715,0.00297,0.111,0.24100000000000002,95.119,224446,4,2016,major
11999,I Prevail,Come And Get It,1,0.5670000000000001,0.987,4,-4.069,1,0.0765,0.000133,2.380000000000001e-05,0.371,0.38299999999999995,107.97399999999999,181427,4,2016,major
12000,Frank Ocean,Good Guy,1,0.513,0.131,0,-12.787,1,0.467,0.983,0.00414,0.12,0.8140000000000001,105.80799999999999,66786,5,2016,major
12001,Fat Joe,All The Way Up (Remix),1,0.564,0.7170000000000001,10,-6.403,0,0.397,0.09699999999999999,0.0,0.493,0.423,117.48899999999999,284831,5,2016,minor
12002,Local Natives,Coins,1,0.5660000000000001,0.5760000000000001,5,-4.859,1,0.0365,0.0578,0.0,0.0523,0.607,138.045,237693,4,2016,major
12003,J Balvin,Safari,1,0.6890000000000001,0.675,0,-4.2810000000000015,1,0.32,0.531,3.17e-06,0.115,0.604,180.065,205600,4,2016,major
12004,Astrid S,Hurts So Good,1,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.37799999999999995,120.039,208729,4,2016,minor
12005,SWMRS,Lose It,1,0.792,0.41,5,-10.141,1,0.0492,0.33399999999999996,2.1899999999999997e-05,0.106,0.561,112.04299999999999,240533,4,2016,major
12006,Vai Mahina,An Innocent Warrior,1,0.28300000000000003,0.203,2,-11.228,1,0.0342,0.909,0.000661,0.11,0.18,84.656,97413,4,2016,major
12007,Marian Hill,Down,1,0.6779999999999999,0.35700000000000004,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301,197773,5,2016,minor
12008,Sabrina Carpenter,Thumbs,1,0.73,0.718,8,-3.4960000000000004,1,0.0478,0.0284,0.0,0.0892,0.127,135.045,216467,4,2016,major
12009,Ab-Soul,The Law (feat. Mac Miller & Rapsody),1,0.7440000000000001,0.637,1,-7.2970000000000015,0,0.301,0.249,0.0,0.0965,0.6970000000000001,139.882,329208,4,2016,minor
12010,Call Me Karizma,F U Till I F U,1,0.581,0.601,10,-5.672999999999999,0,0.0487,0.24,0.000143,0.114,0.132,80.012,234162,4,2016,minor
12011,Lil Uzi Vert,Team Rocket,1,0.691,0.54,4,-8.818,0,0.0532,0.0907,0.0,0.175,0.23,132.02,206106,4,2016,minor
12012,RÜFÜS DU SOL,You Were Right,1,0.708,0.7929999999999999,5,-5.426,0,0.0341,0.0138,0.00227,0.11800000000000001,0.735,122.014,239418,4,2016,minor
12013,Sonder,Too Fast,1,0.395,0.33,4,-10.924000000000001,0,0.0408,0.316,1.89e-05,0.268,0.102,98.81299999999999,308006,3,2016,minor
12014,Post Malone,Hit This Hard,1,0.628,0.5529999999999999,0,-8.967,1,0.0472,0.294,0.00551,0.0825,0.3670000000000001,140.026,249027,4,2016,major
12015,Solange,Cranes in the Sky,1,0.7190000000000001,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988,250973,4,2016,major
12016,Lund,Alone,1,0.742,0.355,2,-15.505999999999998,1,0.0814,0.654,0.703,0.384,0.037000000000000005,120.01799999999999,254000,4,2016,major
12017,Rex Orange County,Uno,1,0.7809999999999999,0.452,5,-9.798,0,0.26,0.78,3e-06,0.0902,0.46299999999999997,163.899,171789,4,2016,minor
12018,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",1,0.502,0.7859999999999999,9,-4.378,0,0.317,0.255,0.0,0.65,0.7390000000000001,169.021,243491,4,2016,minor
12019,Jon Pardi,She Ain't In It,1,0.395,0.674,5,-4.626,1,0.027999999999999997,0.127,3.37e-05,0.332,0.585,185.64700000000002,198467,4,2016,major
12020,A Boogie Wit da Hoodie,Timeless (feat. DJ SPINKING),1,0.569,0.7609999999999999,5,-6.0710000000000015,0,0.475,0.261,6.71e-06,0.0748,0.325,180.122,184000,4,2016,minor
12021,The Weeknd,Love To Lay,1,0.711,0.807,7,-5.052,0,0.0608,0.052000000000000005,0.0,0.214,0.698,116.971,223293,4,2016,minor
12022,Glass Animals,Pork Soda,1,0.698,0.664,7,-7.8279999999999985,1,0.0778,0.121,0.00131,0.331,0.623,96.001,253831,4,2016,major
12023,Panic! At The Disco,"The Good, the Bad and the Dirty",1,0.531,0.825,7,-5.332999999999998,0,0.0545,0.0019100000000000002,0.0,0.32899999999999996,0.8240000000000001,156.071,171520,4,2016,minor
12024,The Band CAMINO,The Black and White,1,0.461,0.5720000000000001,4,-7.2410000000000005,1,0.0278,0.17800000000000002,0.000182,0.102,0.109,133.974,279197,4,2016,major
12025,EXO,Monster,1,0.618,0.76,6,-4.312,1,0.0596,0.0066,0.0,0.127,0.541,150.0,221341,4,2016,major
12026,Mac Miller,"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",1,0.467,0.41,2,-12.027999999999999,1,0.185,0.32799999999999996,4.28e-05,0.113,0.136,95.931,500960,4,2016,major
12027,A Day To Remember,Paranoia,1,0.409,0.992,3,-2.803,0,0.10800000000000001,4.820000000000001e-05,2.03e-06,0.1,0.344,149.859,200677,4,2016,minor
12028,Run The Jewels,Legend Has It,1,0.828,0.564,7,-7.084,1,0.254,0.0257,0.0,0.0966,0.467,120.96700000000001,205867,4,2016,major
12029,Wild Rivers,Heart Attack,1,0.674,0.204,5,-13.535,1,0.0385,0.885,0.00021099999999999998,0.0916,0.13,120.29899999999999,260369,4,2016,major
12030,$uicideBoy$,Memoirs Of A Gorilla,1,0.8540000000000001,0.98,1,-1.181,1,0.0569,0.263,0.00053,0.5479999999999999,0.255,110.001,122000,4,2016,major
12031,Ulices Chaidez,Te Regalo,1,0.685,0.44299999999999995,0,-7.462999999999999,1,0.0376,0.7959999999999999,6.94e-06,0.115,0.703,136.958,194963,3,2016,major
12032,Smile Empty Soul,Bottom of a Bottle,1,0.537,0.847,6,-5.207999999999998,1,0.0383,0.00236,1.16e-06,0.0844,0.45899999999999996,106.055,221827,4,2016,major
12033,Frank Ocean,Skyline To,1,0.423,0.294,5,-13.673,0,0.0593,0.882,5.43e-06,0.0981,0.401,129.14600000000002,184600,4,2016,minor
12034,Jon Bellion,Woke The F*ck Up,1,0.687,0.622,8,-5.337999999999999,1,0.0987,0.0406,0.0,0.0653,0.624,93.994,219584,4,2016,major
12035,Post Malone,Broken Whiskey Glass,1,0.512,0.6729999999999999,0,-7.359,1,0.0523,0.289,3.04e-06,0.126,0.11,99.84,233813,4,2016,major
12036,Upchurch,The Old Days (feat. Justin Adams),1,0.625,0.5379999999999999,0,-9.805,1,0.0317,0.008190000000000001,0.0,0.361,0.222,130.07,234462,4,2016,major
12037,Whitney,No Woman,1,0.581,0.4,2,-8.738999999999999,1,0.0291,0.893,0.5760000000000001,0.161,0.433,112.331,237973,4,2016,major
12038,Kelly Clarkson,Piece by Piece - Idol Version,1,0.561,0.245,1,-6.372000000000001,1,0.0344,0.904,0.0,0.0933,0.402,109.55799999999999,212280,4,2016,major
12039,The Deli,Flowers,1,0.838,0.364,7,-10.006,1,0.134,0.0849,0.981,0.26,0.218,79.987,187828,4,2016,major
12040,Kent Jones,Don't Mind,1,0.46399999999999997,0.7709999999999999,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.77700000000004,198237,4,2016,major
12041,French Montana,Lockjaw (feat. Kodak Black),1,0.615,0.648,5,-3.792,0,0.22,0.0411,0.0,0.27699999999999997,0.26,169.912,223147,4,2016,minor
